timestamp,temperature,humidity,pressure,light,accel_mag,label
2024-01-01 00:00:00,5.065478203769647,63.038538663837976,101429.09940622016,205.38875399367748,0.9496426037288963,0
2024-01-01 00:01:00,4.6442239042756075,65.89631871955389,101411.19514080438,224.51340189562978,1.02781073437527,0
2024-01-01 00:02:00,5.247944205449799,66.53330852710083,101521.09172124279,214.20110970525704,0.997824542865367,0
2024-01-01 00:03:00,4.8801676592987375,64.99599707111504,101105.6450900423,222.20255568688137,1.049619151688968,0
2024-01-01 00:04:00,4.986428460963385,62.53174663011586,101240.77122602015,235.4529051749968,1.0020794246397293,0
2024-01-01 00:05:00,5.0299358924265585,59.906983186800446,101415.81417015435,188.2927082772776,1.0807853034969215,0
2024-01-01 00:06:00,4.859985651485565,63.19831142272541,101368.13953877012,214.22459733522265,0.9207170630853225,0
2024-01-01 00:07:00,5.379664647082048,67.1085167872152,101334.94662783682,215.0244203905445,0.875480897041419,0
2024-01-01 00:08:00,4.5182657560076525,66.92568679179826,101264.52085863086,205.11818941109283,1.0676611246781824,0
2024-01-01 00:09:00,5.3850004988326425,63.4079059089427,101347.64514711798,217.85605141580177,0.9602106592190995,0
2024-01-01 00:10:00,4.89588379667289,64.52816353825926,101341.88868407093,201.75094575970056,1.0068795402583848,0
2024-01-01 00:11:00,5.276224234093286,66.3956055666613,101139.80083456212,213.41592465405708,1.0067195036299792,0
2024-01-01 00:12:00,5.060372282378092,64.72309408548786,101346.36337870757,171.6708439174305,1.016340872586294,0
2024-01-01 00:13:00,5.2551490261036875,66.87264012346527,101273.29695888066,200.04247798017389,0.9763138109513884,0
2024-01-01 00:14:00,4.964476423285179,64.80554948558137,101409.10642551175,214.167061145432,0.9524066774655415,0
2024-01-01 00:15:00,5.071530807357601,65.96319530988885,101359.46564001736,220.568317814945,0.9484064199588588,0
2024-01-01 00:16:00,5.329371427150022,64.35444579316639,101520.59052852458,182.78349269246962,1.030183189166435,0
2024-01-01 00:17:00,5.028754665205076,63.43214841125549,101324.99265858553,198.3638210880762,1.0385749330047624,0
2024-01-01 00:18:00,5.399023462514214,67.33139502148921,101215.8688880203,178.73631129901486,0.9874955081808133,0
2024-01-01 00:19:00,5.105659021006344,61.99606279975981,101076.1342948373,192.2432737976548,0.9701600355231377,0
2024-01-01 00:20:00,4.780184009203184,63.80060757458225,101231.17242736238,206.31881770603727,1.028433546550335,0
